zip,owner_utility,cca,notes,source
93908,PGE,none,all or portions of listed ZIPs,PG&E Service Territory PDF (tariff)
93908,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
93912,PGE,none,all or portions of listed ZIPs,PG&E Service Territory PDF (tariff)
93912,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
93915,PGE,none,all or portions of listed ZIPs,PG&E Service Territory PDF (tariff)
93915,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
93920,PGE,none,all or portions of listed ZIPs,PG&E Service Territory PDF (tariff)
93920,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
93921,PGE,none,all or portions of listed ZIPs,PG&E Service Territory PDF (tariff)
93921,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
93922,PGE,none,all or portions of listed ZIPs,PG&E Service Territory PDF (tariff)
93922,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
93923,PGE,none,all or portions of listed ZIPs,PG&E Service Territory PDF (tariff)
93923,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
93924,PGE,none,all or portions of listed ZIPs,PG&E Service Territory PDF (tariff)
93924,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
93925,PGE,none,all or portions of listed ZIPs,PG&E Service Territory PDF (tariff)
93925,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
93926,PGE,none,all or portions of listed ZIPs,PG&E Service Territory PDF (tariff)
93926,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
93927,PGE,none,all or portions of listed ZIPs,PG&E Service Territory PDF (tariff)
93927,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
93928,PGE,none,all or portions of listed ZIPs,PG&E Service Territory PDF (tariff)
93928,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
93930,PGE,none,all or portions of listed ZIPs,PG&E Service Territory PDF (tariff)
93930,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
93932,PGE,none,all or portions of listed ZIPs,PG&E Service Territory PDF (tariff)
93932,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
93933,PGE,none,all or portions of listed ZIPs,PG&E Service Territory PDF (tariff)
93933,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
93940,PGE,none,all or portions of listed ZIPs,PG&E Service Territory PDF (tariff)
93940,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
93942,PGE,none,all or portions of listed ZIPs,PG&E Service Territory PDF (tariff)
93942,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
93943,PGE,none,all or portions of listed ZIPs,PG&E Service Territory PDF (tariff)
93943,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
93944,PGE,none,all or portions of listed ZIPs,PG&E Service Territory PDF (tariff)
93944,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
93950,PGE,none,all or portions of listed ZIPs,PG&E Service Territory PDF (tariff)
93950,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
93953,PGE,none,all or portions of listed ZIPs,PG&E Service Territory PDF (tariff)
93953,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
93954,PGE,none,all or portions of listed ZIPs,PG&E Service Territory PDF (tariff)
93954,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
93955,PGE,none,all or portions of listed ZIPs,PG&E Service Territory PDF (tariff)
93955,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
93960,PGE,none,all or portions of listed ZIPs,PG&E Service Territory PDF (tariff)
93960,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
93962,PGE,none,all or portions of listed ZIPs,PG&E Service Territory PDF (tariff)
93962,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
94002,PGE,none,all or portions of listed ZIPs,PG&E Service Territory PDF (tariff)
94002,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
94003,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
94005,PGE,none,all or portions of listed ZIPs,PG&E Service Territory PDF (tariff)
94005,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
94010,PGE,none,all or portions of listed ZIPs,PG&E Service Territory PDF (tariff)
94010,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
94011,PGE,none,all or portions of listed ZIPs,PG&E Service Territory PDF (tariff)
94011,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
94012,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
94013,PGE,none,all or portions of listed ZIPs,PG&E Service Territory PDF (tariff)
94014,PGE,none,all or portions of listed ZIPs,PG&E Service Territory PDF (tariff)
94014,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
94015,PGE,none,all or portions of listed ZIPs,PG&E Service Territory PDF (tariff)
94015,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
94016,PGE,none,all or portions of listed ZIPs,PG&E Service Territory PDF (tariff)
94016,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
94017,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
94018,PGE,none,all or portions of listed ZIPs,PG&E Service Territory PDF (tariff)
94018,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
94019,PGE,none,all or portions of listed ZIPs,PG&E Service Territory PDF (tariff)
94019,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
94020,PGE,none,all or portions of listed ZIPs,PG&E Service Territory PDF (tariff)
94020,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
94021,PGE,none,all or portions of listed ZIPs,PG&E Service Territory PDF (tariff)
94021,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
94022,PGE,none,all or portions of listed ZIPs,PG&E Service Territory PDF (tariff)
94022,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
94023,PGE,none,all or portions of listed ZIPs,PG&E Service Territory PDF (tariff)
94023,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
94024,PGE,none,all or portions of listed ZIPs,PG&E Service Territory PDF (tariff)
94024,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
94025,PGE,none,all or portions of listed ZIPs,PG&E Service Territory PDF (tariff)
94025,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
94026,PGE,none,all or portions of listed ZIPs,PG&E Service Territory PDF (tariff)
94026,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
94027,PGE,none,all or portions of listed ZIPs,PG&E Service Territory PDF (tariff)
94027,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
94028,PGE,none,all or portions of listed ZIPs,PG&E Service Territory PDF (tariff)
94028,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
94029,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
94030,PGE,none,all or portions of listed ZIPs,PG&E Service Territory PDF (tariff)
94030,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
94031,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
94035,PGE,none,all or portions of listed ZIPs,PG&E Service Territory PDF (tariff)
94035,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
94037,PGE,none,all or portions of listed ZIPs,PG&E Service Territory PDF (tariff)
94037,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
94038,PGE,none,all or portions of listed ZIPs,PG&E Service Territory PDF (tariff)
94038,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
94039,PGE,none,all or portions of listed ZIPs,PG&E Service Territory PDF (tariff)
94039,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
94040,PGE,none,all or portions of listed ZIPs,PG&E Service Territory PDF (tariff)
94040,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
94041,PGE,none,all or portions of listed ZIPs,PG&E Service Territory PDF (tariff)
94041,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
94042,PGE,none,all or portions of listed ZIPs,PG&E Service Territory PDF (tariff)
94042,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
94043,PGE,none,all or portions of listed ZIPs,PG&E Service Territory PDF (tariff)
94043,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
94044,PGE,none,all or portions of listed ZIPs,PG&E Service Territory PDF (tariff)
94044,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
94045,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
94059,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
94060,PGE,none,all or portions of listed ZIPs,PG&E Service Territory PDF (tariff)
94060,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
94061,PGE,none,all or portions of listed ZIPs,PG&E Service Territory PDF (tariff)
94061,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
94062,PGE,none,all or portions of listed ZIPs,PG&E Service Territory PDF (tariff)
94062,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
94063,PGE,none,all or portions of listed ZIPs,PG&E Service Territory PDF (tariff)
94063,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
94064,PGE,none,all or portions of listed ZIPs,PG&E Service Territory PDF (tariff)
94064,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
94065,PGE,none,all or portions of listed ZIPs,PG&E Service Territory PDF (tariff)
94065,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
94066,PGE,none,all or portions of listed ZIPs,PG&E Service Territory PDF (tariff)
94066,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
94067,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
94070,PGE,none,all or portions of listed ZIPs,PG&E Service Territory PDF (tariff)
94070,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
94071,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
94074,PGE,none,all or portions of listed ZIPs,PG&E Service Territory PDF (tariff)
94074,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
94080,PGE,none,all or portions of listed ZIPs,PG&E Service Territory PDF (tariff)
94080,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
94083,PGE,none,all or portions of listed ZIPs,PG&E Service Territory PDF (tariff)
94083,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
94085,PGE,none,all or portions of listed ZIPs,PG&E Service Territory PDF (tariff)
94085,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
94086,PGE,none,all or portions of listed ZIPs,PG&E Service Territory PDF (tariff)
94086,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
94087,PGE,none,all or portions of listed ZIPs,PG&E Service Territory PDF (tariff)
94087,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
94088,PGE,none,all or portions of listed ZIPs,PG&E Service Territory PDF (tariff)
94088,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
94089,PGE,none,all or portions of listed ZIPs,PG&E Service Territory PDF (tariff)
94089,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
94090,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
94096,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
94098,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
94099,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
94101,PGE,none,all or portions of listed ZIPs,PG&E Service Territory PDF (tariff)
94101,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
94102,PGE,none,all or portions of listed ZIPs,PG&E Service Territory PDF (tariff)
94102,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
94103,PGE,none,all or portions of listed ZIPs,PG&E Service Territory PDF (tariff)
94103,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
94104,PGE,none,all or portions of listed ZIPs,PG&E Service Territory PDF (tariff)
94104,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
94105,PGE,none,all or portions of listed ZIPs,PG&E Service Territory PDF (tariff)
94105,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
94106,PGE,none,all or portions of listed ZIPs,PG&E Service Territory PDF (tariff)
94106,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
94107,PGE,none,all or portions of listed ZIPs,PG&E Service Territory PDF (tariff)
94107,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
94108,PGE,none,all or portions of listed ZIPs,PG&E Service Territory PDF (tariff)
94108,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
94109,PGE,none,all or portions of listed ZIPs,PG&E Service Territory PDF (tariff)
94109,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
94110,PGE,none,all or portions of listed ZIPs,PG&E Service Territory PDF (tariff)
94110,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
94111,PGE,none,all or portions of listed ZIPs,PG&E Service Territory PDF (tariff)
94111,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
94112,PGE,none,all or portions of listed ZIPs,PG&E Service Territory PDF (tariff)
94112,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
94114,PGE,none,all or portions of listed ZIPs,PG&E Service Territory PDF (tariff)
94114,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
94115,PGE,none,all or portions of listed ZIPs,PG&E Service Territory PDF (tariff)
94115,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
94116,PGE,none,all or portions of listed ZIPs,PG&E Service Territory PDF (tariff)
94116,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
94117,PGE,none,all or portions of listed ZIPs,PG&E Service Territory PDF (tariff)
94117,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
94118,PGE,none,all or portions of listed ZIPs,PG&E Service Territory PDF (tariff)
94118,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
94119,PGE,none,all or portions of listed ZIPs,PG&E Service Territory PDF (tariff)
94119,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
94120,PGE,none,all or portions of listed ZIPs,PG&E Service Territory PDF (tariff)
94120,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
94121,PGE,none,all or portions of listed ZIPs,PG&E Service Territory PDF (tariff)
94121,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
94122,PGE,none,all or portions of listed ZIPs,PG&E Service Territory PDF (tariff)
94122,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
94123,PGE,none,all or portions of listed ZIPs,PG&E Service Territory PDF (tariff)
94123,SDGE,none,climate zone mapping in source,SDG&E Utility Zip Codes by Climate Zones
